MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA20050,LN900849,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,soil,,,,,,,,successional,Azonal & successional,abandoned forestation trial site on alvar,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Ilpla,58deg18.05'N 22deg38.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20055,LN900854,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,soil,,,,,,,,successional,Azonal & successional,abandoned forestation trial site on alvar,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Ilpla,58deg18.05'N 22deg38.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20056,LN900855,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,soil,,,,,,,,successional,Azonal & successional,abandoned forestation trial site on alvar,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Ilpla,58deg18.05'N 22deg38.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20065,LN900864,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,soil,,,,,,,,successional,Azonal & successional,abandoned forestation trial site on alvar,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Ilpla,58deg18.05'N 22deg38.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20066,LN900865,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,soil,,,,,,,,successional,Azonal & successional,abandoned forestation trial site on alvar,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Ilpla,58deg18.05'N 22deg38.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20164,LN900963,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,other,composite root sample,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20165,LN900964,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,other,composite root sample,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20170,LN900969,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,other,composite root sample,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20171,LN900970,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,other,composite root sample,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20276,LN901075,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,soil,,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20277,LN901076,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,soil,,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20280,LN901079,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,soil,,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA20281,LN901080,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,soil,,,,,,,,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,,,,,,,Europe,Estonia,Saare County,Koorunomme,58deg27.27'N 22deg6.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,FEMS Microbiology Ecology,2016,Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities,"Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M."
MOA18901,LN907002,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18902,LN907003,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18903,LN907004,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18904,LN907005,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18905,LN907006,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18906,LN907007,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18907,LN907008,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg39.37'N 14deg42.38'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18908,LN907009,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg39.37'N 14deg42.38'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18909,LN907010,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18910,LN907011,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18911,LN907012,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18912,LN907013,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18913,LN907014,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18914,LN907015,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18916,LN907017,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18917,LN907018,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18918,LN907019,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18919,LN907020,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18920,LN907021,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg39.37'N 14deg42.38'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18921,LN907022,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg39.37'N 14deg42.38'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18922,LN907023,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18923,LN907024,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18924,LN907025,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Angsjon,56deg20.56'N 15deg11.01'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18925,LN907026,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Angsjon,56deg20.56'N 15deg11.01'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18926,LN907027,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18927,LN907028,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18928,LN907029,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00009,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg39.37'N 14deg42.38'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18929,LN907030,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00009,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg39.37'N 14deg42.38'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA25459,LT158678,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Hernandez-Hernandez17 Amb2,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Trachypogon,vestitus,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.5,8.7 g/kg (Organic C),7 ug/g,0.67 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
