MaarjAM accession number	GenBank accession number	Fungal class	Fungal order	Fungal family	Fungal genus	Fungal species	VTX	Source	Source specify	Host subclass	Host superorder	Host order	Host family	Host genus	Host species	Ecosystem	Biome	Habitat	Climatic zone	Biogeo realm	Soil pH	C content	P content	N content	Altitude (m)	Average annual precipitation (mm)	Continent	Country	State	Location	Coordinates	Culture code	Forward primer	Reverse primer	Marker region	Sequencing method	Sequencing chemistry	Journal	Year	Title	Authors
MOA22858	LN826793	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	pine plantation 	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 4	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22859	LN826794	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	pine plantation 	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 4	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22860	LN826795	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	pine plantation 	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 4	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22861	LN826796	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22862	LN826797	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22863	LN826798	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22864	LN826799	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Pinidae			Araucariaceae	Araucaria	araucana	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22865	LN826800	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Ranunculanae	Ranunculales	Berberidaceae	Berberis	microphylla	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22866	LN826801	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Rosales	Rosaceae	Potentilla	chiloensis	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22867	LN826802	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Rosales	Rosaceae	Potentilla	chiloensis	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22868	LN826803	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22869	LN826804	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22870	LN826805	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1168		South America	Argentina	Nequen	Moquehue 1	38deg57.36'S 71deg21.30'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22871	LN826806	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22872	LN826807	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22873	LN826808	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22874	LN826809	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Pinidae			Araucariaceae	Araucaria	araucana	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22875	LN826810	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Pinidae			Araucariaceae	Araucaria	araucana	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22876	LN826811	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Ranunculanae	Ranunculales	Ranunculaceae	Anemone	multifida	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22877	LN826812	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Ranunculanae	Ranunculales	Ranunculaceae	Anemone	multifida	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22878	LN826813	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Ranunculanae	Ranunculales	Ranunculaceae	Anemone	multifida	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22879	LN826814	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Rosales	Rosaceae	Potentilla	chiloensis	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22880	LN826815	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Rosales	Rosaceae	Potentilla	chiloensis	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22881	LN826816	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Rosales	Rosaceae	Potentilla	chiloensis	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22882	LN826817	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22883	LN826818	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22884	LN826819	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Festuca	pallescens	forest	Subtropical coniferous forest	Araucaria araucana forest	subtropical	Neotropic					1376		South America	Argentina	Nequen	Moquehue 2	38deg59.22'S 71deg22.40'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22885	LN826820	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Asterales	Asteraceae	Conyza	canadensis	anthropogenic	Anthropogenic ecosystem	clearcut of pine forest	subtropical	Afrotropic					312		Africa	South Africa	Western Cape	Jonkershoek 6	33deg58.22'S 18deg56.39'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22886	LN826821	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Asterales	Asteraceae	Conyza	canadensis	anthropogenic	Anthropogenic ecosystem	clearcut of pine forest	subtropical	Afrotropic					312		Africa	South Africa	Western Cape	Jonkershoek 6	33deg58.22'S 18deg56.39'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22887	LN826822	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Scrophulariaceae	Pseudoselago	serrata	anthropogenic	Anthropogenic ecosystem	clearcut of pine forest	subtropical	Afrotropic					312		Africa	South Africa	Western Cape	Jonkershoek 6	33deg58.22'S 18deg56.39'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22888	LN826823	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Scrophulariaceae	Pseudoselago	serrata	anthropogenic	Anthropogenic ecosystem	clearcut of pine forest	subtropical	Afrotropic					312		Africa	South Africa	Western Cape	Jonkershoek 6	33deg58.22'S 18deg56.39'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA22889	LN826824	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Scrophulariaceae	Pseudoselago	serrata	anthropogenic	Anthropogenic ecosystem	clearcut of pine forest	subtropical	Afrotropic					312		Africa	South Africa	Western Cape	Jonkershoek 6	33deg58.22'S 18deg56.39'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Impact of alien pines on local arbuscular mycorrhizal fungal communities ? evidence from two continents	Gazol, A.; Zobel, M.; Cantero, J. J.; Davison, J.; Esler, K. J.; Jairus, T.; Opik, M.; Vasar, M.; Moora, M.
MOA20053	LN900852	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								successional	Azonal & successional	abandoned forestation trial site on alvar	temperate	Palearctic							Europe	Estonia	Saare County	Ilpla	58deg18.05'N 22deg38.31'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities	Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M.
MOA20054	LN900853	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	soil								successional	Azonal & successional	abandoned forestation trial site on alvar	temperate	Palearctic							Europe	Estonia	Saare County	Ilpla	58deg18.05'N 22deg38.31'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities	Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M.
MOA20182	LN900981	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00001	soil								successional	Azonal & successional	abandoned quarry	temperate	Palearctic							Europe	Estonia	Saare County	Koorunomme	58deg27.27'N 22deg6.53'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities	Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M.
MOA20183	LN900982	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00001	soil								successional	Azonal & successional	abandoned quarry	temperate	Palearctic							Europe	Estonia	Saare County	Koorunomme	58deg27.27'N 22deg6.53'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	FEMS Microbiology Ecology	2016	Symbiont dynamics during ecosystem succession: co-occurring plant and arbuscular mycorrhizal fungal communities	Garcia de Leon, D.; Moora, M.; Opik, M.; Neuenkamp, L.; Gerz, M.; Jairus, T.; Vasar, M.; Bueno, C. G.; Davison, J.; Zobel, M.
MOA19036	LN907137	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Asterales	Campanulaceae	Lobelia	dortmanna	successional	Other wetlands	lake	temperate	Palearctic							Europe	Sweden	Kronoberg County	Asnen	56deg38.32'N 14deg40.37'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa	Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L.
MOA19037	LN907138	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Asterales	Campanulaceae	Lobelia	dortmanna	successional	Other wetlands	lake	temperate	Palearctic							Europe	Sweden	Kronoberg County	Asnen	56deg38.32'N 14deg40.37'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa	Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L.
MOA23679	LT158547	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00335	soil								anthropogenic	Anthropogenic ecosystem	experimental traps in abandoned quarry	temperate	Palearctic					14	600	Europe	Estonia	Saare County	Koguva	58deg36.49'N 23deg5.46'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Acta Oecologica	2016	Dispersal of arbuscular mycorrhizal fungi and plants during succession	Garcia de Leon, D.; Moora, M.; Opik, M.; Jairus, T.; Neuenkamp, L.; Vasar, M.; Bueno, C. G.; Gerz, M.; Davison, J.; Zobel, M.
MOA23680	LT158548	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00335	soil								anthropogenic	Anthropogenic ecosystem	experimental traps in abandoned quarry	temperate	Palearctic					14	600	Europe	Estonia	Saare County	Koguva	58deg36.49'N 23deg5.46'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Acta Oecologica	2016	Dispersal of arbuscular mycorrhizal fungi and plants during succession	Garcia de Leon, D.; Moora, M.; Opik, M.; Jairus, T.; Neuenkamp, L.; Vasar, M.; Bueno, C. G.; Gerz, M.; Davison, J.; Zobel, M.
MOA25477	LT158703	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Hernandez-Hernandez17 Pa		soil								grassland	Tropical grasslands & savannas	savanna	tropical	Neotropic	4,6	5.2 g/kg (Organic C)	3 ug/g	0.38 g/kg		990	South America	Venezuela	Guarico State	La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez	8deg25.00'N 65deg24.00'W		AML1	AML2	18S rDNA	Sanger		Science of the Total Environment	2017	Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon	Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M.
MOA25482	LT158708	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Hernandez-Hernandez17 Pa		soil								grassland	Tropical grasslands & savannas	savanna	tropical	Neotropic	4,6	5.2 g/kg (Organic C)	3 ug/g	0.38 g/kg		990	South America	Venezuela	Guarico State	La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez	8deg25.00'N 65deg24.00'W		AML1	AML2	18S rDNA	Sanger		Science of the Total Environment	2017	Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon	Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M.
